"","FULLID","MODEL","CODE","INST","LIBVER","CALCVAL","CALCERR"
"11479","MIX-SOL-THERM-001-005",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00149,0.00048
"11480","MIX-SOL-THERM-001-006",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99914,0.00048
"11481","MIX-SOL-THERM-001-006",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99601,5e-04
"11482","MIX-SOL-THERM-001-006",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99968,0.00048
"11483","MIX-SOL-THERM-001-007",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00054,0.00044
"11484","MIX-SOL-THERM-001-007",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99804,0.00051
"11485","MIX-SOL-THERM-001-007",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00343,5e-04
"11486","MIX-SOL-THERM-001-008",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99928,0.00047
"11487","MIX-SOL-THERM-001-008",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99758,0.00054
"11488","MIX-SOL-THERM-001-008",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.0027,0.00048
"11489","MIX-SOL-THERM-001-009",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99931,0.00052
"11490","MIX-SOL-THERM-001-009",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99594,0.00054
"11491","MIX-SOL-THERM-001-009",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.0007,0.00052
"11492","MIX-SOL-THERM-001-010",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00019,0.00044
"11493","MIX-SOL-THERM-001-010",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99728,0.00048
"11494","MIX-SOL-THERM-001-010",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00169,0.00043
"11495","MIX-SOL-THERM-001-011",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00591,0.00049
"11496","MIX-SOL-THERM-001-011",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00174,0.00047
"11497","MIX-SOL-THERM-001-011",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00697,0.00045
"11498","MIX-SOL-THERM-001-012",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00584,0.00041
"11499","MIX-SOL-THERM-001-012",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00197,0.00041
"11500","MIX-SOL-THERM-001-012",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00763,0.00035
"11501","MIX-SOL-THERM-001-013",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99604,0.00039
"11502","MIX-SOL-THERM-001-013",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99407,0.00051
"11503","MIX-SOL-THERM-001-013",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99729,0.00047
"11504","MIX-SOL-THERM-002-001",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00136,0.00015
"11505","MIX-SOL-THERM-002-001",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99715,0.00016
"11506","MIX-SOL-THERM-002-001",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00193,0.00016
"11507","MIX-SOL-THERM-002-002",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.0012,0.00015
"11508","MIX-SOL-THERM-002-002",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99727,0.00016
"11509","MIX-SOL-THERM-002-002",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00183,0.00015
"11510","MIX-SOL-THERM-002-003",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00075,0.00016
"11511","MIX-SOL-THERM-002-003",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99754,0.00018
"11512","MIX-SOL-THERM-002-003",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00162,0.00017
"11513","MIX-SOL-THERM-004-001",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99732,0.00048
"11514","MIX-SOL-THERM-004-001",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99305,0.00041
"11515","MIX-SOL-THERM-004-001",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99707,0.00048
"11516","MIX-SOL-THERM-004-002",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99555,0.00047
"11517","MIX-SOL-THERM-004-002",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99291,0.00045
"11518","MIX-SOL-THERM-004-002",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.9972,0.00043
"11519","MIX-SOL-THERM-004-003",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99801,0.00046
"11520","MIX-SOL-THERM-004-003",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99561,0.00046
"11521","MIX-SOL-THERM-004-003",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00001,0.00046
"11522","MIX-SOL-THERM-004-004",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99962,0.00048
"11523","MIX-SOL-THERM-004-004",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99805,0.00053
"11524","MIX-SOL-THERM-004-004",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00254,0.00052
"11525","MIX-SOL-THERM-004-005",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99603,0.00045
"11526","MIX-SOL-THERM-004-005",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99215,0.00054
"11527","MIX-SOL-THERM-004-005",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99788,0.00046
"11528","MIX-SOL-THERM-004-006",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99515,0.00061
"11529","MIX-SOL-THERM-004-006",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99381,5e-04
"11530","MIX-SOL-THERM-004-006",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99864,0.00054
"11531","MIX-SOL-THERM-004-007",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99746,0.00051
"11532","MIX-SOL-THERM-004-007",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.9961,0.00057
"11533","MIX-SOL-THERM-004-007",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00009,0.00059
"11534","MIX-SOL-THERM-004-008",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99679,0.00047
"11535","MIX-SOL-THERM-004-008",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99398,0.00051
"11536","MIX-SOL-THERM-004-008",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99866,0.00044
"11537","MIX-SOL-THERM-004-009",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99811,0.00047
"11538","MIX-SOL-THERM-004-009",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99719,0.00047
"11539","MIX-SOL-THERM-004-009",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00154,0.00053
"11540","MIX-SOL-THERM-005-001",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99298,0.00054
"11541","MIX-SOL-THERM-005-001",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99042,0.00044
"11542","MIX-SOL-THERM-005-001",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99454,0.00047
"11543","MIX-SOL-THERM-005-002",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99914,0.00036
"11544","MIX-SOL-THERM-005-002",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.9963,0.00046
"11545","MIX-SOL-THERM-005-002",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00038,0.00043
"11546","MIX-SOL-THERM-005-003",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00138,0.00048
"11547","MIX-SOL-THERM-005-003",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99758,5e-04
"11548","MIX-SOL-THERM-005-003",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00223,0.00048
"11549","MIX-SOL-THERM-005-004",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99881,0.00042
"11550","MIX-SOL-THERM-005-004",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99646,0.00048
"11551","MIX-SOL-THERM-005-004",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00161,0.00043
"11552","MIX-SOL-THERM-005-005",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.98776,0.00053
"11553","MIX-SOL-THERM-005-005",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.98602,0.00047
"11554","MIX-SOL-THERM-005-005",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99091,0.00044
"11555","MIX-SOL-THERM-005-006",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.98721,0.00049
"11556","MIX-SOL-THERM-005-006",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.98736,0.00048
"11557","MIX-SOL-THERM-005-006",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.9902,0.00055
"11558","MIX-SOL-THERM-005-007",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99755,0.00048
"11559","MIX-SOL-THERM-005-007",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.9948,0.00047
"11560","MIX-SOL-THERM-005-007",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00044,0.00049
"11561","MIX-SOL-THERM-006-001","Detailed Model","MCNP6.1.1","NRG","ENDFB-VII.1",0.99656,0.00045
"11562","MIX-SOL-THERM-006-001","Detailed Model","MCNP6.1.1","NRG","JEFF-3.1.1",0.99573,0.00044
"11563","MIX-SOL-THERM-006-001","Detailed Model","MCNP6.1.1","NRG","JENDL-4.0",0.99946,0.00057
"11564","MIX-SOL-THERM-006-002","Detailed Model","MCNP6.1.1","NRG","ENDFB-VII.1",0.99943,0.00047
"11565","MIX-SOL-THERM-006-002","Detailed Model","MCNP6.1.1","NRG","JEFF-3.1.1",0.99924,0.00054
"11566","MIX-SOL-THERM-006-002","Detailed Model","MCNP6.1.1","NRG","JENDL-4.0",1.00146,5e-04
"11567","MIX-SOL-THERM-006-003","Detailed Model","MCNP6.1.1","NRG","ENDFB-VII.1",1,0.00045
"11568","MIX-SOL-THERM-006-003","Detailed Model","MCNP6.1.1","NRG","JEFF-3.1.1",1.00105,0.00044
"11569","MIX-SOL-THERM-006-003","Detailed Model","MCNP6.1.1","NRG","JENDL-4.0",1.0029,0.00039
"11570","MIX-SOL-THERM-006-004","Detailed Model","MCNP6.1.1","NRG","ENDFB-VII.1",1.00072,0.00041
"11571","MIX-SOL-THERM-006-004","Detailed Model","MCNP6.1.1","NRG","JEFF-3.1.1",1.00267,4e-04
"11572","MIX-SOL-THERM-006-004","Detailed Model","MCNP6.1.1","NRG","JENDL-4.0",1.00442,0.00042
"11573","MIX-SOL-THERM-006-005","Detailed Model","MCNP6.1.1","NRG","ENDFB-VII.1",0.99997,0.00038
"11574","MIX-SOL-THERM-006-005","Detailed Model","MCNP6.1.1","NRG","JEFF-3.1.1",1.00254,0.00044
"11575","MIX-SOL-THERM-006-005","Detailed Model","MCNP6.1.1","NRG","JENDL-4.0",1.00476,0.00042
"11576","MIX-SOL-THERM-006-006","Detailed Model","MCNP6.1.1","NRG","ENDFB-VII.1",0.9998,4e-04
"11577","MIX-SOL-THERM-006-006","Detailed Model","MCNP6.1.1","NRG","JEFF-3.1.1",1.00173,0.00043
"11578","MIX-SOL-THERM-006-006","Detailed Model","MCNP6.1.1","NRG","JENDL-4.0",1.0031,0.00044
"11579","MIX-SOL-THERM-007-001",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99481,0.00046
"11580","MIX-SOL-THERM-007-001",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99233,0.00044
"11581","MIX-SOL-THERM-007-001",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99607,0.00046
"11582","MIX-SOL-THERM-007-002",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99162,0.00055
"11583","MIX-SOL-THERM-007-002",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99008,0.00047
"11584","MIX-SOL-THERM-007-002",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99403,0.00045
"11585","MIX-SOL-THERM-007-003",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99966,0.00047
"11586","MIX-SOL-THERM-007-003",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.9996,0.00043
"11587","MIX-SOL-THERM-007-003",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00366,0.00043
"11588","MIX-SOL-THERM-007-004",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99986,0.00043
"11589","MIX-SOL-THERM-007-004",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99982,5e-04
"11590","MIX-SOL-THERM-007-004",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00141,0.00037
"11591","MIX-SOL-THERM-007-005",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99587,0.00043
"11592","MIX-SOL-THERM-007-005",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.9978,4e-04
"11593","MIX-SOL-THERM-007-005",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00059,0.00048
"11594","MIX-SOL-THERM-007-006",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99766,0.00039
"11595","MIX-SOL-THERM-007-006",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99826,0.00038
"11596","MIX-SOL-THERM-007-006",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00025,0.00046
"11597","MIX-SOL-THERM-007-007",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",0.99369,0.00039
"11598","MIX-SOL-THERM-007-007",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",0.99513,0.00039
"11599","MIX-SOL-THERM-007-007",NA,"MCNP6.1.1","NRG","JENDL-4.0",0.99763,0.00041
"11600","MIX-SOL-THERM-008-001","Second Model","MCNP6.1.1","NRG","ENDFB-VII.1",1.00007,0.00044
"11601","MIX-SOL-THERM-008-001","Second Model","MCNP6.1.1","NRG","JEFF-3.1.1",0.99727,0.00051
"11602","MIX-SOL-THERM-008-001","Second Model","MCNP6.1.1","NRG","JENDL-4.0",1.0015,0.00049
"11603","MIX-SOL-THERM-008-002","Second Model","MCNP6.1.1","NRG","ENDFB-VII.1",1.00535,0.00042
"11604","MIX-SOL-THERM-008-002","Second Model","MCNP6.1.1","NRG","JEFF-3.1.1",1.00321,0.00044
"11605","MIX-SOL-THERM-008-002","Second Model","MCNP6.1.1","NRG","JENDL-4.0",1.00696,0.00042
"11606","MIX-SOL-THERM-008-003","Second Model","MCNP6.1.1","NRG","ENDFB-VII.1",1.00035,0.00042
"11607","MIX-SOL-THERM-008-003","Second Model","MCNP6.1.1","NRG","JEFF-3.1.1",0.99794,0.00044
"11608","MIX-SOL-THERM-008-003","Second Model","MCNP6.1.1","NRG","JENDL-4.0",1.00185,0.00043
"11609","MIX-SOL-THERM-008-004","Second Model","MCNP6.1.1","NRG","ENDFB-VII.1",0.99929,0.00041
"11610","MIX-SOL-THERM-008-004","Second Model","MCNP6.1.1","NRG","JEFF-3.1.1",0.99786,0.00042
"11611","MIX-SOL-THERM-008-004","Second Model","MCNP6.1.1","NRG","JENDL-4.0",0.99994,0.00047
"11612","MIX-SOL-THERM-008-005","Second Model","MCNP6.1.1","NRG","ENDFB-VII.1",1.0007,0.00039
"11613","MIX-SOL-THERM-008-005","Second Model","MCNP6.1.1","NRG","JEFF-3.1.1",0.99887,0.00045
"11614","MIX-SOL-THERM-008-005","Second Model","MCNP6.1.1","NRG","JENDL-4.0",1.003,0.00047
"11615","MIX-SOL-THERM-008-006","Second Model","MCNP6.1.1","NRG","ENDFB-VII.1",0.99994,0.00043
"11616","MIX-SOL-THERM-008-006","Second Model","MCNP6.1.1","NRG","JEFF-3.1.1",0.99835,0.00045
"11617","MIX-SOL-THERM-008-006","Second Model","MCNP6.1.1","NRG","JENDL-4.0",1.00185,0.00037
"11618","MIX-SOL-THERM-008-007","Second Model","MCNP6.1.1","NRG","ENDFB-VII.1",0.99826,4e-04
"11619","MIX-SOL-THERM-008-007","Second Model","MCNP6.1.1","NRG","JEFF-3.1.1",0.99756,0.00038
"11620","MIX-SOL-THERM-008-007","Second Model","MCNP6.1.1","NRG","JENDL-4.0",0.99944,0.00042
"11621","MIX-SOL-THERM-008-008","Second Model","MCNP6.1.1","NRG","ENDFB-VII.1",0.99971,0.00041
"11622","MIX-SOL-THERM-008-008","Second Model","MCNP6.1.1","NRG","JEFF-3.1.1",0.99774,0.00037
"11623","MIX-SOL-THERM-008-008","Second Model","MCNP6.1.1","NRG","JENDL-4.0",1.00015,0.00041
"11624","PU-COMP-FAST-001-001",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.02401,0.00033
"11625","PU-COMP-FAST-001-001",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.02763,0.00035
"11626","PU-COMP-FAST-001-001",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.02653,0.00034
"11627","PU-COMP-FAST-002-001",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.03041,0.00043
"11628","PU-COMP-FAST-002-001",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.02919,0.00039
"11629","PU-COMP-FAST-002-001",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.03144,0.00037
"11630","PU-COMP-FAST-002-002",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.02992,0.00044
"11631","PU-COMP-FAST-002-002",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.02749,4e-04
"11632","PU-COMP-FAST-002-002",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.02897,0.00044
"11633","PU-COMP-FAST-002-003",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.0253,0.00045
"11634","PU-COMP-FAST-002-003",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.02215,0.00047
"11635","PU-COMP-FAST-002-003",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.02439,0.00044
"11636","PU-COMP-FAST-002-004",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01772,0.00052
"11637","PU-COMP-FAST-002-004",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01605,0.00036
"11638","PU-COMP-FAST-002-004",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01758,0.00044
"11639","PU-COMP-FAST-002-005",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01434,0.00045
"11640","PU-COMP-FAST-002-005",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01185,4e-04
"11641","PU-COMP-FAST-002-005",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01445,0.00043
"11642","PU-COMP-INTER-001-001",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01119,0.00028
"11643","PU-COMP-INTER-001-001",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00692,3e-04
"11644","PU-COMP-INTER-001-001",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01376,0.00026
"11645","PU-COMP-MIXED-002-006",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.02533,0.00049
"11646","PU-COMP-MIXED-002-006",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.02223,0.00047
"11647","PU-COMP-MIXED-002-006",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.02549,0.00047
"11648","PU-COMP-MIXED-002-007",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.02396,0.00049
"11649","PU-COMP-MIXED-002-007",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.02111,0.00052
"11650","PU-COMP-MIXED-002-007",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.02407,0.00046
"11651","PU-COMP-MIXED-002-008",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.02195,0.00048
"11652","PU-COMP-MIXED-002-008",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01937,0.00046
"11653","PU-COMP-MIXED-002-008",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.02353,0.00042
"11654","PU-COMP-MIXED-002-009",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.02285,4e-04
"11655","PU-COMP-MIXED-002-009",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01976,0.00045
"11656","PU-COMP-MIXED-002-009",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.02378,0.00046
"11657","PU-COMP-MIXED-002-019",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00874,0.00052
"11658","PU-COMP-MIXED-002-019",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00888,0.00046
"11659","PU-COMP-MIXED-002-019",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01036,0.00043
"11660","PU-COMP-MIXED-002-020",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01119,0.00046
"11661","PU-COMP-MIXED-002-020",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01018,0.00047
"11662","PU-COMP-MIXED-002-020",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01182,0.00048
"11663","PU-COMP-MIXED-002-021",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01183,0.00053
"11664","PU-COMP-MIXED-002-021",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01117,0.00048
"11665","PU-COMP-MIXED-002-021",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01278,0.00052
"11666","PU-COMP-MIXED-002-022",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01577,0.00047
"11667","PU-COMP-MIXED-002-022",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01487,5e-04
"11668","PU-COMP-MIXED-002-022",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01613,0.00049
"11669","PU-COMP-THERM-002-010",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.03209,0.00046
"11670","PU-COMP-THERM-002-010",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.03003,5e-04
"11671","PU-COMP-THERM-002-010",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.03271,5e-04
"11672","PU-COMP-THERM-002-011",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.02992,0.00047
"11673","PU-COMP-THERM-002-011",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.02823,0.00047
"11674","PU-COMP-THERM-002-011",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.03086,0.00044
"11675","PU-COMP-THERM-002-012",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.03103,0.00045
"11676","PU-COMP-THERM-002-012",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.02817,0.00046
"11677","PU-COMP-THERM-002-012",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.03143,0.00046
"11678","PU-COMP-THERM-002-013",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.02826,0.00045
"11679","PU-COMP-THERM-002-013",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.02627,0.00045
"11680","PU-COMP-THERM-002-013",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.02872,0.00044
"11681","PU-COMP-THERM-002-014",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.03131,0.00046
"11682","PU-COMP-THERM-002-014",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.02993,0.00042
"11683","PU-COMP-THERM-002-014",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.03197,0.00053
"11684","PU-COMP-THERM-002-015",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.02969,0.00045
"11685","PU-COMP-THERM-002-015",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.02887,0.00047
"11686","PU-COMP-THERM-002-015",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.03045,0.00048
"11687","PU-COMP-THERM-002-016",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.02596,0.00042
"11688","PU-COMP-THERM-002-016",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.02303,0.00046
"11689","PU-COMP-THERM-002-016",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.02704,0.00052
"11690","PU-COMP-THERM-002-017",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00264,0.00051
"11691","PU-COMP-THERM-002-017",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00136,0.00047
"11692","PU-COMP-THERM-002-017",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00326,0.00047
"11693","PU-COMP-THERM-002-018",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01204,0.00048
"11694","PU-COMP-THERM-002-018",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01123,0.00046
"11695","PU-COMP-THERM-002-018",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01283,0.00045
"11696","PU-COMP-THERM-002-023",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00823,5e-04
"11697","PU-COMP-THERM-002-023",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00874,0.00043
"11698","PU-COMP-THERM-002-023",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00976,0.00046
"11699","PU-COMP-THERM-002-024",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.0087,0.00049
"11700","PU-COMP-THERM-002-024",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.00906,0.00042
"11701","PU-COMP-THERM-002-024",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.00974,0.00048
"11702","PU-COMP-THERM-002-025",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.00872,0.00047
"11703","PU-COMP-THERM-002-025",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01012,0.00056
"11704","PU-COMP-THERM-002-025",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.0098,0.00045
"11705","PU-COMP-THERM-002-026",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01051,0.00043
"11706","PU-COMP-THERM-002-026",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01073,5e-04
"11707","PU-COMP-THERM-002-026",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01101,0.00043
"11708","PU-COMP-THERM-002-027",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01028,0.00046
"11709","PU-COMP-THERM-002-027",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01148,0.00047
"11710","PU-COMP-THERM-002-027",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01134,6e-04
"11711","PU-COMP-THERM-002-028",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01051,0.00043
"11712","PU-COMP-THERM-002-028",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01051,0.00048
"11713","PU-COMP-THERM-002-028",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01107,0.00043
"11714","PU-COMP-THERM-002-029",NA,"MCNP6.1.1","NRG","ENDFB-VII.1",1.01103,0.00045
"11715","PU-COMP-THERM-002-029",NA,"MCNP6.1.1","NRG","JEFF-3.1.1",1.01211,0.00049
"11716","PU-COMP-THERM-002-029",NA,"MCNP6.1.1","NRG","JENDL-4.0",1.01169,0.00049
"11717","PU-MET-FAST-001-001","Simplified Model","MCNP6.1.1","NRG","ENDFB-VII.1",0.99979,0.00018
