"","FULLID","MODEL","CODE","INST","LIBVER","CALCVAL","CALCERR"
"2670","LEU-SOL-THERM-022-003",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00338,4e-04
"2671","LEU-SOL-THERM-022-004",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00364,4e-04
"2672","LEU-SOL-THERM-022-004",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00303,0.00034
"2673","MIX-COMP-FAST-001-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.98235,0.00015
"2674","MIX-COMP-FAST-001-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99186,0.00015
"2675","MIX-COMP-FAST-002-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.97961,0.00024
"2676","MIX-COMP-FAST-002-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.98983,0.00027
"2677","MIX-COMP-FAST-003-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.98231,0.00029
"2678","MIX-COMP-FAST-003-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.98804,0.00031
"2679","MIX-COMP-FAST-003-002",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.98178,0.00027
"2680","MIX-COMP-FAST-003-002",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.9885,0.00029
"2681","MIX-COMP-FAST-004-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.98723,0.00034
"2682","MIX-COMP-FAST-004-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99638,0.00029
"2683","MIX-COMP-THERM-002-001","Detailed Model","MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00096,0.00044
"2684","MIX-COMP-THERM-002-001","Detailed Model","MCNP.6.1.1","NRG","JEFF-3.3",1.00194,0.00037
"2685","MIX-COMP-THERM-002-002","Detailed Model","MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00154,0.00041
"2686","MIX-COMP-THERM-002-002","Detailed Model","MCNP.6.1.1","NRG","JEFF-3.3",1.00457,4e-04
"2687","MIX-COMP-THERM-002-003","Detailed Model","MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.0036,0.00039
"2688","MIX-COMP-THERM-002-003","Detailed Model","MCNP.6.1.1","NRG","JEFF-3.3",1.00325,0.00035
"2689","MIX-COMP-THERM-002-004","Detailed Model","MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00614,0.00042
"2690","MIX-COMP-THERM-002-004","Detailed Model","MCNP.6.1.1","NRG","JEFF-3.3",1.00672,0.00037
"2691","MIX-COMP-THERM-002-005","Detailed Model","MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00219,0.00038
"2692","MIX-COMP-THERM-002-005","Detailed Model","MCNP.6.1.1","NRG","JEFF-3.3",1.00154,0.00042
"2693","MIX-COMP-THERM-002-006","Detailed Model","MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00534,0.00041
"2694","MIX-COMP-THERM-002-006","Detailed Model","MCNP.6.1.1","NRG","JEFF-3.3",1.00398,0.00038
"2695","MIX-COMP-THERM-011-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00354,5e-04
"2696","MIX-COMP-THERM-011-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00371,0.00039
"2697","MIX-COMP-THERM-011-002",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00403,0.00048
"2698","MIX-COMP-THERM-011-002",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00485,0.00049
"2699","MIX-COMP-THERM-011-003",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00505,0.00047
"2700","MIX-COMP-THERM-011-003",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.0046,0.00045
"2701","MIX-COMP-THERM-011-004",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00469,0.00043
"2702","MIX-COMP-THERM-011-004",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.0028,0.00047
"2703","MIX-COMP-THERM-011-005",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00166,0.00039
"2704","MIX-COMP-THERM-011-005",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00074,0.00046
"2705","MIX-COMP-THERM-011-006",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.0019,0.00049
"2706","MIX-COMP-THERM-011-006",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00152,0.00037
"2707","MIX-COMP-THERM-012-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.97191,0.00013
"2708","MIX-COMP-THERM-012-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.96992,0.00013
"2709","MIX-COMP-THERM-012-002",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.9728,0.00013
"2710","MIX-COMP-THERM-012-002",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.97149,0.00014
"2711","MIX-COMP-THERM-012-003",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.97048,0.00013
"2712","MIX-COMP-THERM-012-003",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.96851,0.00014
"2713","MIX-COMP-THERM-012-004",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.97441,0.00013
"2714","MIX-COMP-THERM-012-004",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.97279,0.00013
"2715","MIX-COMP-THERM-012-005",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.97278,0.00013
"2716","MIX-COMP-THERM-012-005",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.97139,0.00013
"2717","MIX-COMP-THERM-012-006",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.97715,0.00013
"2718","MIX-COMP-THERM-012-006",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.97549,0.00013
"2719","MIX-COMP-THERM-012-007",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.0272,0.00012
"2720","MIX-COMP-THERM-012-007",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.0272,0.00013
"2721","MIX-COMP-THERM-012-008",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.02201,0.00012
"2722","MIX-COMP-THERM-012-008",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.02207,0.00012
"2723","MIX-COMP-THERM-012-009",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01952,0.00012
"2724","MIX-COMP-THERM-012-009",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01964,0.00012
"2725","MIX-COMP-THERM-012-010",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01937,0.00012
"2726","MIX-COMP-THERM-012-010",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01934,0.00012
"2727","MIX-COMP-THERM-012-011",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01807,0.00013
"2728","MIX-COMP-THERM-012-011",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01806,0.00013
"2729","MIX-COMP-THERM-012-012",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.02046,0.00012
"2730","MIX-COMP-THERM-012-012",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.02057,0.00012
"2731","MIX-COMP-THERM-012-013",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.02879,0.00013
"2732","MIX-COMP-THERM-012-013",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.02885,0.00013
"2733","MIX-COMP-THERM-012-014",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01531,0.00015
"2734","MIX-COMP-THERM-012-014",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01679,0.00014
"2735","MIX-COMP-THERM-012-015",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01513,0.00014
"2736","MIX-COMP-THERM-012-015",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01603,0.00014
"2737","MIX-COMP-THERM-012-016",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01167,0.00013
"2738","MIX-COMP-THERM-012-016",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01319,0.00013
"2739","MIX-COMP-THERM-012-017",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01149,0.00014
"2740","MIX-COMP-THERM-012-017",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01274,0.00014
"2741","MIX-COMP-THERM-012-018",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01045,0.00014
"2742","MIX-COMP-THERM-012-018",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01205,0.00014
"2743","MIX-COMP-THERM-012-019",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00984,0.00014
"2744","MIX-COMP-THERM-012-019",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01083,0.00013
"2745","MIX-COMP-THERM-012-020",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01169,0.00016
"2746","MIX-COMP-THERM-012-020",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01299,0.00016
"2747","MIX-COMP-THERM-012-021",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01057,0.00016
"2748","MIX-COMP-THERM-012-021",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01209,0.00015
"2749","MIX-COMP-THERM-012-022",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00827,0.00015
"2750","MIX-COMP-THERM-012-022",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00913,0.00016
"2751","MIX-COMP-THERM-012-023",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00478,0.00015
"2752","MIX-COMP-THERM-012-023",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00609,0.00014
"2753","MIX-COMP-THERM-012-024",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00538,0.00014
"2754","MIX-COMP-THERM-012-024",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00682,0.00014
"2755","MIX-COMP-THERM-012-025",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00386,0.00014
"2756","MIX-COMP-THERM-012-025",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.0057,0.00014
"2757","MIX-COMP-THERM-012-026",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00213,0.00014
"2758","MIX-COMP-THERM-012-026",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00344,0.00014
"2759","MIX-COMP-THERM-012-027",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00199,0.00015
"2760","MIX-COMP-THERM-012-027",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00384,0.00014
"2761","MIX-COMP-THERM-012-028",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00416,0.00014
"2762","MIX-COMP-THERM-012-028",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00618,0.00014
"2763","MIX-COMP-THERM-012-029",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00339,0.00014
"2764","MIX-COMP-THERM-012-029",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00502,0.00014
"2765","MIX-COMP-THERM-012-030",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00248,0.00014
"2766","MIX-COMP-THERM-012-030",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00418,0.00014
"2767","MIX-COMP-THERM-012-031",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99261,0.00017
"2768","MIX-COMP-THERM-012-031",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99403,0.00016
"2769","MIX-COMP-THERM-012-032",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99338,0.00016
"2770","MIX-COMP-THERM-012-032",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99473,0.00016
"2771","MIX-COMP-THERM-012-033",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.98983,0.00016
"2772","MIX-COMP-THERM-012-033",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99137,0.00016
"2773","MIX-MET-FAST-001-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99927,3e-04
"2774","MIX-MET-FAST-001-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99901,0.00031
"2775","MIX-MET-FAST-002-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00407,0.00037
"2776","MIX-MET-FAST-002-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00606,0.00035
"2777","MIX-MET-FAST-002-002",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00378,0.00033
"2778","MIX-MET-FAST-002-002",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00622,0.00037
"2779","MIX-MET-FAST-002-003",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00318,0.00032
"2780","MIX-MET-FAST-002-003",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00658,0.00036
"2781","MIX-MET-FAST-003-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00077,3e-04
"2782","MIX-MET-FAST-003-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99979,0.00031
"2783","MIX-MET-FAST-007-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00002,4e-04
"2784","MIX-MET-FAST-007-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00333,4e-04
"2785","MIX-MET-FAST-007-002",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00493,0.00043
"2786","MIX-MET-FAST-007-002",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00717,0.00042
"2787","MIX-MET-FAST-007-003",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00376,0.00035
"2788","MIX-MET-FAST-007-003",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00462,0.00039
"2789","MIX-MET-FAST-007-004",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.0029,0.00035
"2790","MIX-MET-FAST-007-004",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00289,0.00035
"2791","MIX-MET-FAST-007-005",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00096,0.00036
"2792","MIX-MET-FAST-007-005",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00119,0.00034
"2793","MIX-MET-FAST-007-006",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.9999,3e-04
"2794","MIX-MET-FAST-007-006",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00011,0.00033
"2795","MIX-MET-FAST-007-007",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00332,0.00042
"2796","MIX-MET-FAST-007-007",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00698,0.00042
"2797","MIX-MET-FAST-007-008",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00347,0.00035
"2798","MIX-MET-FAST-007-008",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.0046,0.00043
"2799","MIX-MET-FAST-007-009",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00262,0.00042
"2800","MIX-MET-FAST-007-009",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00407,0.00036
"2801","MIX-MET-FAST-007-010",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00249,0.00031
"2802","MIX-MET-FAST-007-010",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00317,0.00033
"2803","MIX-MET-FAST-007-011",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00136,0.00029
"2804","MIX-MET-FAST-007-011",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00032,3e-04
"2805","MIX-MET-FAST-007-012",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00076,0.00029
"2806","MIX-MET-FAST-007-012",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00166,0.00033
"2807","MIX-MET-FAST-007-013",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00022,0.00032
"2808","MIX-MET-FAST-007-013",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00026,0.00035
"2809","MIX-MET-FAST-007-014",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00542,4e-04
"2810","MIX-MET-FAST-007-014",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00782,0.00035
"2811","MIX-MET-FAST-007-015",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00536,0.00036
"2812","MIX-MET-FAST-007-015",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00707,0.00037
"2813","MIX-MET-FAST-007-016",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00425,3e-04
"2814","MIX-MET-FAST-007-016",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00427,0.00033
"2815","MIX-MET-FAST-007-017",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00443,0.00033
"2816","MIX-MET-FAST-007-017",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00411,0.00035
"2817","MIX-MET-FAST-007-018",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00687,0.00034
"2818","MIX-MET-FAST-007-018",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00644,0.00039
"2819","MIX-MET-FAST-007-019",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00531,0.00039
"2820","MIX-MET-FAST-007-019",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.0056,0.00033
"2821","MIX-MET-FAST-007-020",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00356,0.00034
"2822","MIX-MET-FAST-007-020",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00362,0.00035
"2823","MIX-MET-FAST-007-021",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00422,0.00033
"2824","MIX-MET-FAST-007-021",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00383,0.00035
"2825","MIX-MET-FAST-007-022",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00291,0.00033
"2826","MIX-MET-FAST-007-022",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00199,0.00033
"2827","MIX-MET-FAST-007-023",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.0023,0.00031
"2828","MIX-MET-FAST-007-023",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00235,0.00031
"2829","MIX-MET-FAST-011-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.98948,0.00037
"2830","MIX-MET-FAST-011-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99266,0.00039
"2831","MIX-MET-FAST-011-002",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99556,0.00038
"2832","MIX-MET-FAST-011-002",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99679,0.00035
"2833","MIX-MET-FAST-011-003",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00042,0.00041
"2834","MIX-MET-FAST-011-003",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00187,0.00037
"2835","MIX-MET-FAST-011-004",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00241,0.00035
"2836","MIX-MET-FAST-011-004",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00309,0.00034
"2837","MIX-MET-FAST-015-007",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.96567,0.00022
"2838","MIX-MET-FAST-015-007",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.97202,0.00022
"2839","MIX-MET-FAST-015-008",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.01986,0.00023
"2840","MIX-MET-FAST-015-008",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.02739,0.00024
"2841","MIX-MISC-FAST-001-009",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00876,0.00024
"2842","MIX-MISC-FAST-001-009",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.01479,0.00024
"2843","MIX-MISC-FAST-001-010",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.972,0.00024
"2844","MIX-MISC-FAST-001-010",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.97637,0.00023
"2845","MIX-MISC-THERM-002-001",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99739,0.00039
"2846","MIX-MISC-THERM-002-001",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99825,0.00047
"2847","MIX-MISC-THERM-002-002",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00014,4e-04
"2848","MIX-MISC-THERM-002-002",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00062,0.00041
"2849","MIX-MISC-THERM-002-003",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00216,0.00042
"2850","MIX-MISC-THERM-002-003",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00114,0.00041
"2851","MIX-MISC-THERM-002-004",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99916,4e-04
"2852","MIX-MISC-THERM-002-004",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00151,0.00044
"2853","MIX-MISC-THERM-002-005",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00154,0.00038
"2854","MIX-MISC-THERM-002-005",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00164,0.00044
"2855","MIX-MISC-THERM-002-006",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00141,4e-04
"2856","MIX-MISC-THERM-002-006",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.0033,0.00038
"2857","MIX-MISC-THERM-002-007",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00035,0.00043
"2858","MIX-MISC-THERM-002-007",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00203,0.00042
"2859","MIX-MISC-THERM-002-008",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00039,0.00045
"2860","MIX-MISC-THERM-002-008",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00186,0.00043
"2861","MIX-MISC-THERM-002-009",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00127,0.00042
"2862","MIX-MISC-THERM-002-009",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00172,5e-04
"2863","MIX-MISC-THERM-002-010",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.0031,0.00044
"2864","MIX-MISC-THERM-002-010",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00465,0.00043
"2865","MIX-MISC-THERM-002-011",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99914,0.00046
"2866","MIX-MISC-THERM-002-011",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99932,0.00044
"2867","MIX-MISC-THERM-002-012",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",0.99876,0.00048
"2868","MIX-MISC-THERM-002-012",NA,"MCNP.6.1.1","NRG","JEFF-3.3",0.99943,4e-04
"2869","MIX-MISC-THERM-003-002",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00537,0.00051
"2870","MIX-MISC-THERM-003-002",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00493,0.00048
"2871","MIX-MISC-THERM-003-003",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.0068,0.00051
"2872","MIX-MISC-THERM-003-003",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00656,0.00048
"2873","MIX-MISC-THERM-003-004",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00731,0.00053
"2874","MIX-MISC-THERM-003-004",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00713,0.00051
"2875","MIX-MISC-THERM-003-005",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00574,0.00056
"2876","MIX-MISC-THERM-003-005",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00639,0.00052
"2877","MIX-MISC-THERM-003-006",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00492,0.00045
"2878","MIX-MISC-THERM-003-006",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.0052,0.00046
"2879","MIX-MISC-THERM-003-007",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00578,0.00042
"2880","MIX-MISC-THERM-003-007",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00513,5e-04
"2881","MIX-MISC-THERM-003-008",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00438,0.00047
"2882","MIX-MISC-THERM-003-008",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00681,0.00044
"2883","MIX-MISC-THERM-003-010",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00591,0.00047
"2884","MIX-MISC-THERM-003-010",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00718,0.00046
"2885","MIX-MISC-THERM-003-011",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00689,0.00044
"2886","MIX-MISC-THERM-003-011",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00758,0.00052
"2887","MIX-MISC-THERM-003-012",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00622,5e-04
"2888","MIX-MISC-THERM-003-012",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00691,5e-04
"2889","MIX-MISC-THERM-003-013",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00604,5e-04
"2890","MIX-MISC-THERM-003-013",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00671,5e-04
"2891","MIX-MISC-THERM-003-015",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00392,0.00049
"2892","MIX-MISC-THERM-003-015",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00305,0.00047
"2893","MIX-MISC-THERM-003-016",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00437,0.00048
"2894","MIX-MISC-THERM-003-016",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00488,0.00049
"2895","MIX-MISC-THERM-003-017",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00363,0.00051
"2896","MIX-MISC-THERM-003-017",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00309,0.00052
"2897","MIX-MISC-THERM-003-018",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00414,0.00051
"2898","MIX-MISC-THERM-003-018",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00474,4e-04
"2899","MIX-MISC-THERM-003-020",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00231,0.00044
"2900","MIX-MISC-THERM-003-020",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00297,0.00051
"2901","MIX-MISC-THERM-003-021",NA,"MCNP.6.1.1","NRG","ENDFB-VIII.b4",1.00362,0.00045
"2902","MIX-MISC-THERM-003-021",NA,"MCNP.6.1.1","NRG","JEFF-3.3",1.00403,0.00051
