"","FULLID","MODEL","EXPVAL","EXPERR","CASE","EALF","AFGE","FISSG1","FISSG2","FISSG3","CAPG1","CAPG2","CAPG3","AM241WPCT","AM243WPCT","PU238WPCT","PU239WPCT","PU240WPCT","PU241WPCT","PU242WPCT","U232WPCT","U233WPCT","U234WPCT","U235WPCT","U236WPCT","U238WPCT","PU_UPURATIO","MOD_COOLANT","MODRATIO_TYPE","MODRATIO","MODTOFUELRATIO","MODTOFISSRATIO","FISS","FORM","SPEC","CASETYPE"
"79","HEU-COMP-THERM-021-020",NA,1.0016,0.0025,"HEU-COMP-THERM-021",0.201,0.404,0.826,0.149,0.026,0.571,0.384,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"80","HEU-COMP-THERM-021-021",NA,1.0004,0.0025,"HEU-COMP-THERM-021",0.199,0.399,0.827,0.148,0.025,0.573,0.382,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"81","HEU-COMP-THERM-021-022",NA,1.0014,0.0025,"HEU-COMP-THERM-021",0.196,0.396,0.828,0.147,0.025,0.575,0.381,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"82","HEU-COMP-THERM-021-023",NA,1.0036,0.0024,"HEU-COMP-THERM-021",0.252,0.486,0.804,0.166,0.03,0.548,0.403,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"83","HEU-COMP-THERM-021-024",NA,1.004,0.0024,"HEU-COMP-THERM-021",0.252,0.484,0.804,0.166,0.03,0.549,0.402,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"84","HEU-COMP-THERM-021-025",NA,1.0025,0.0024,"HEU-COMP-THERM-021",0.241,0.466,0.808,0.163,0.029,0.556,0.397,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"85","HEU-COMP-THERM-021-026",NA,1.0025,0.0024,"HEU-COMP-THERM-021",0.235,0.457,0.81,0.161,0.028,0.559,0.394,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"86","HEU-COMP-THERM-021-027",NA,1.0019,0.0024,"HEU-COMP-THERM-021",0.23,0.448,0.813,0.16,0.027,0.563,0.391,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"87","HEU-COMP-THERM-021-028",NA,1.0011,0.0024,"HEU-COMP-THERM-021",0.225,0.44,0.815,0.158,0.027,0.566,0.389,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"88","HEU-COMP-THERM-021-029",NA,1.0018,0.0024,"HEU-COMP-THERM-021",0.222,0.435,0.816,0.157,0.027,0.568,0.387,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"89","HEU-COMP-THERM-021-030",NA,1.0011,0.0024,"HEU-COMP-THERM-021",0.218,0.429,0.817,0.156,0.026,0.571,0.385,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"90","HEU-COMP-THERM-021-031",NA,1.0015,0.0024,"HEU-COMP-THERM-021",0.216,0.426,0.818,0.156,0.026,0.572,0.384,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"91","HEU-COMP-THERM-021-032",NA,1.0026,0.0025,"HEU-COMP-THERM-021",0.276,0.522,0.795,0.174,0.031,0.548,0.403,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"92","HEU-COMP-THERM-021-033",NA,1.0038,0.0025,"HEU-COMP-THERM-021",0.272,0.516,0.797,0.173,0.031,0.55,0.401,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"93","HEU-COMP-THERM-021-034",NA,1.0035,0.0025,"HEU-COMP-THERM-021",0.269,0.511,0.798,0.172,0.03,0.552,0.4,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"94","HEU-COMP-THERM-021-035",NA,1.0029,0.0025,"HEU-COMP-THERM-021",0.266,0.505,0.799,0.171,0.03,0.554,0.399,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"95","HEU-COMP-THERM-021-036",NA,1.0037,0.0025,"HEU-COMP-THERM-021",0.263,0.5,0.8,0.171,0.03,0.556,0.397,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"96","HEU-COMP-THERM-021-037",NA,1.0024,0.0025,"HEU-COMP-THERM-021",0.259,0.493,0.801,0.169,0.029,0.558,0.396,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"97","HEU-COMP-THERM-021-038",NA,1.0028,0.0025,"HEU-COMP-THERM-021",0.251,0.48,0.804,0.167,0.029,0.563,0.392,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"98","HEU-COMP-THERM-021-039",NA,1.0015,0.0025,"HEU-COMP-THERM-021",0.248,0.475,0.805,0.167,0.028,0.565,0.391,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"99","HEU-COMP-THERM-021-040",NA,1.0018,0.0025,"HEU-COMP-THERM-021",0.242,0.466,0.807,0.165,0.028,0.568,0.388,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"100","HEU-COMP-THERM-021-041",NA,1.0013,0.0025,"HEU-COMP-THERM-021",0.238,0.459,0.809,0.164,0.027,0.571,0.386,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"101","HEU-COMP-THERM-021-042",NA,1.0001,0.0025,"HEU-COMP-THERM-021",0.235,0.455,0.81,0.163,0.027,0.572,0.385,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"102","HEU-COMP-THERM-021-043",NA,1.0008,0.0025,"HEU-COMP-THERM-021",0.234,0.452,0.81,0.163,0.027,0.573,0.384,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"103","HEU-COMP-THERM-021-044",NA,1.0035,0.003,"HEU-COMP-THERM-021",0.291,0.544,0.79,0.178,0.032,0.552,0.4,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"104","HEU-COMP-THERM-021-045",NA,1.0033,0.003,"HEU-COMP-THERM-021",0.289,0.541,0.791,0.178,0.032,0.553,0.4,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"105","HEU-COMP-THERM-021-046",NA,1.0026,0.003,"HEU-COMP-THERM-021",0.286,0.535,0.791,0.177,0.031,0.554,0.399,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"106","HEU-COMP-THERM-021-047",NA,1.0026,0.003,"HEU-COMP-THERM-021",0.276,0.518,0.795,0.175,0.03,0.56,0.395,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"107","HEU-COMP-THERM-021-048",NA,1.0021,0.003,"HEU-COMP-THERM-021",0.268,0.506,0.797,0.173,0.03,0.564,0.392,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"108","HEU-COMP-THERM-021-049",NA,1.0016,0.003,"HEU-COMP-THERM-021",0.263,0.498,0.799,0.172,0.029,0.566,0.39,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"109","HEU-COMP-THERM-021-050",NA,1.0015,0.003,"HEU-COMP-THERM-021",0.256,0.487,0.801,0.17,0.029,0.57,0.387,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"110","HEU-COMP-THERM-021-051",NA,1.0018,0.003,"HEU-COMP-THERM-021",0.252,0.48,0.803,0.169,0.028,0.573,0.385,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"111","HEU-COMP-THERM-021-052",NA,1.0008,0.003,"HEU-COMP-THERM-021",0.249,0.475,0.804,0.168,0.028,0.575,0.383,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"112","HEU-COMP-THERM-021-053",NA,1.0008,0.003,"HEU-COMP-THERM-021",0.247,0.472,0.805,0.168,0.028,0.576,0.383,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,1.6421,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"113","HEU-COMP-THERM-021-054",NA,1.0046,0.0018,"HEU-COMP-THERM-021",0.111,0.254,0.884,0.098,0.018,0.695,0.27,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"114","HEU-COMP-THERM-021-055",NA,1.0049,0.0018,"HEU-COMP-THERM-021",0.11,0.253,0.885,0.098,0.018,0.696,0.269,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"115","HEU-COMP-THERM-021-056",NA,1.004,0.0018,"HEU-COMP-THERM-021",0.108,0.249,0.886,0.096,0.017,0.699,0.266,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"116","HEU-COMP-THERM-021-057",NA,1.0031,0.0018,"HEU-COMP-THERM-021",0.107,0.247,0.888,0.095,0.017,0.702,0.264,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"117","HEU-COMP-THERM-021-058",NA,1.0028,0.0018,"HEU-COMP-THERM-021",0.106,0.244,0.889,0.094,0.017,0.704,0.262,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"118","HEU-COMP-THERM-021-059",NA,1.0014,0.0018,"HEU-COMP-THERM-021",0.104,0.241,0.89,0.093,0.017,0.707,0.259,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"119","HEU-COMP-THERM-021-060",NA,1.0008,0.0018,"HEU-COMP-THERM-021",0.103,0.239,0.891,0.093,0.016,0.709,0.258,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"120","HEU-COMP-THERM-021-061",NA,1.0008,0.0018,"HEU-COMP-THERM-021",0.102,0.238,0.891,0.092,0.016,0.71,0.257,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"121","HEU-COMP-THERM-021-062",NA,1.0012,0.0018,"HEU-COMP-THERM-021",0.102,0.238,0.892,0.092,0.016,0.71,0.257,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"122","HEU-COMP-THERM-021-063",NA,1.0039,0.002,"HEU-COMP-THERM-021",0.12,0.27,0.876,0.105,0.019,0.697,0.269,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"123","HEU-COMP-THERM-021-064",NA,1.0048,0.002,"HEU-COMP-THERM-021",0.12,0.269,0.877,0.105,0.019,0.698,0.268,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"124","HEU-COMP-THERM-021-065",NA,1.0033,0.002,"HEU-COMP-THERM-021",0.118,0.266,0.878,0.104,0.018,0.701,0.266,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"125","HEU-COMP-THERM-021-066",NA,1.0035,0.002,"HEU-COMP-THERM-021",0.117,0.264,0.879,0.103,0.018,0.703,0.264,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"126","HEU-COMP-THERM-021-067",NA,1.0026,0.002,"HEU-COMP-THERM-021",0.115,0.261,0.88,0.102,0.018,0.705,0.262,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"127","HEU-COMP-THERM-021-068",NA,1.0021,0.002,"HEU-COMP-THERM-021",0.113,0.257,0.882,0.1,0.017,0.709,0.259,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"128","HEU-COMP-THERM-021-069",NA,1.0008,0.002,"HEU-COMP-THERM-021",0.111,0.253,0.884,0.099,0.017,0.712,0.257,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"129","HEU-COMP-THERM-021-070",NA,1.0008,0.002,"HEU-COMP-THERM-021",0.111,0.252,0.884,0.099,0.017,0.713,0.256,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"130","HEU-COMP-THERM-021-071",NA,1.0008,0.002,"HEU-COMP-THERM-021",0.11,0.25,0.885,0.098,0.017,0.714,0.255,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"131","HEU-COMP-THERM-021-072",NA,1.0051,0.0018,"HEU-COMP-THERM-021",0.131,0.289,0.868,0.111,0.02,0.696,0.27,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"132","HEU-COMP-THERM-021-073",NA,1.0049,0.0018,"HEU-COMP-THERM-021",0.13,0.288,0.869,0.111,0.02,0.697,0.269,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"133","HEU-COMP-THERM-021-074",NA,1.0048,0.0018,"HEU-COMP-THERM-021",0.129,0.286,0.87,0.11,0.02,0.699,0.268,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"134","HEU-COMP-THERM-021-075",NA,1.0038,0.0018,"HEU-COMP-THERM-021",0.126,0.279,0.872,0.109,0.019,0.703,0.264,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"135","HEU-COMP-THERM-021-076",NA,1.0026,0.0018,"HEU-COMP-THERM-021",0.123,0.275,0.874,0.108,0.019,0.706,0.262,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"136","HEU-COMP-THERM-021-077",NA,1.0024,0.0018,"HEU-COMP-THERM-021",0.12,0.269,0.876,0.106,0.018,0.711,0.258,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"137","HEU-COMP-THERM-021-078",NA,1.0015,0.0018,"HEU-COMP-THERM-021",0.119,0.266,0.877,0.105,0.018,0.712,0.257,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"138","HEU-COMP-THERM-021-079",NA,1.0008,0.0018,"HEU-COMP-THERM-021",0.118,0.264,0.878,0.104,0.018,0.714,0.255,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"139","HEU-COMP-THERM-021-080",NA,1.0017,0.0018,"HEU-COMP-THERM-021",0.117,0.263,0.878,0.104,0.018,0.715,0.254,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"140","HEU-COMP-THERM-021-081",NA,1.0012,0.0018,"HEU-COMP-THERM-021",0.117,0.262,0.879,0.104,0.018,0.716,0.254,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"141","HEU-COMP-THERM-021-082",NA,1.0055,0.0028,"HEU-COMP-THERM-021",0.142,0.309,0.861,0.117,0.022,0.695,0.271,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"142","HEU-COMP-THERM-021-083",NA,1.0049,0.0028,"HEU-COMP-THERM-021",0.141,0.307,0.861,0.117,0.022,0.696,0.27,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"143","HEU-COMP-THERM-021-084",NA,1.0042,0.0028,"HEU-COMP-THERM-021",0.14,0.305,0.862,0.117,0.021,0.697,0.269,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"144","HEU-COMP-THERM-021-085",NA,1.0037,0.0028,"HEU-COMP-THERM-021",0.136,0.298,0.864,0.115,0.021,0.702,0.266,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"145","HEU-COMP-THERM-021-086",NA,1.0034,0.0028,"HEU-COMP-THERM-021",0.134,0.293,0.866,0.114,0.02,0.705,0.263,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"146","HEU-COMP-THERM-021-087",NA,1.0027,0.0028,"HEU-COMP-THERM-021",0.13,0.287,0.868,0.112,0.02,0.709,0.26,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"147","HEU-COMP-THERM-021-088",NA,1.0016,0.0028,"HEU-COMP-THERM-021",0.127,0.28,0.871,0.11,0.019,0.714,0.256,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"148","HEU-COMP-THERM-021-089",NA,1.0012,0.0028,"HEU-COMP-THERM-021",0.125,0.276,0.872,0.109,0.018,0.716,0.254,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"149","HEU-COMP-THERM-021-090",NA,1.0008,0.0028,"HEU-COMP-THERM-021",0.123,0.272,0.874,0.108,0.018,0.719,0.252,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"150","HEU-COMP-THERM-021-091",NA,1.0016,0.0028,"HEU-COMP-THERM-021",0.122,0.272,0.874,0.108,0.018,0.719,0.252,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"151","HEU-COMP-THERM-021-092",NA,1.0008,0.0028,"HEU-COMP-THERM-021",0.122,0.271,0.874,0.108,0.018,0.72,0.251,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"152","HEU-COMP-THERM-021-093",NA,1.0008,0.0028,"HEU-COMP-THERM-021",0.121,0.27,0.875,0.107,0.018,0.72,0.251,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0095,0.9352,NA,0.0553,0,"Water (Light Water)",NA,NA,2.9448,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"153","HEU-COMP-THERM-021-094",NA,1.0026,0.0016,"HEU-COMP-THERM-021",0.0697,0.153,0.925,0.062,0.013,0.792,0.183,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,0.9156,NA,0.0694,0,"Water (Light Water)",NA,NA,3.6351,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"154","HEU-COMP-THERM-021-095",NA,1.0021,0.0016,"HEU-COMP-THERM-021",0.0694,0.152,0.926,0.062,0.013,0.793,0.182,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,0.9156,NA,0.0694,0,"Water (Light Water)",NA,NA,3.6351,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"155","HEU-COMP-THERM-021-096",NA,1.0021,0.0016,"HEU-COMP-THERM-021",0.069,0.151,0.926,0.062,0.012,0.794,0.181,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,0.9156,NA,0.0694,0,"Water (Light Water)",NA,NA,3.6351,0,"HEU","COMP","THERM","HEU-COMP-THERM"
"156","HEU-COMP-THERM-021-097",NA,1.0019,0.0016,"HEU-COMP-THERM-021",0.0685,0.149,0.926,0.061,0.012,0.796,0.18,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015,0.9156,NA,0.0694,0,"Water (Light Water)",NA,NA,3.6351,0,"HEU","COMP","THERM","HEU-COMP-THERM"
